timestamp,room_temperature,target_temperature,temp_diff,hvac_status,is_day,day_type,intensity,state,motion,location,anomaly
2024-11-06 10:04,72.126,72,0.126,idle,true,1,79,off,true,living room,false
2024-11-06 10:05,72.131,72,0.131,idle,true,1,79,off,false,living room,false
2024-11-06 10:06,72.118,72,0.118,idle,true,1,79,off,true,living room,false
2024-11-06 10:07,72.136,72,0.136,idle,true,1,79,off,true,living room,false
2024-11-06 10:08,72.166,72,0.166,idle,true,1,79,off,false,living room,false
2024-11-06 10:09,72.162,72,0.162,idle,true,1,88,on,false,living room,false
2024-11-06 10:10,72.156,72,0.156,idle,true,1,88,off,false,living room,false
2024-11-06 10:11,72.142,72,0.142,idle,true,1,88,off,true,living room,false
2024-11-06 10:12,72.158,72,0.158,idle,true,1,88,off,true,living room,false
2024-11-06 10:13,72.143,72,0.143,idle,true,1,88,off,false,living room,false
2024-11-06 10:14,72.166,72,0.166,idle,true,1,88,off,true,living room,false
2024-11-06 10:15,72.196,72,0.196,idle,true,1,88,off,true,living room,false
2024-11-06 10:16,72.207,72,0.207,idle,true,1,88,off,false,living room,false
2024-11-06 10:17,72.227,72,0.227,idle,true,1,83,on,false,living room,false
2024-11-06 10:18,72.229,72,0.229,idle,true,1,83,off,false,living room,false
2024-11-06 10:19,72.238,72,0.238,idle,true,1,83,off,true,living room,false
2024-11-06 10:20,72.258,72,0.258,idle,true,1,75,on,false,living room,false
2024-11-06 10:21,72.241,72,0.241,idle,true,1,75,off,false,living room,false
2024-11-06 10:22,72.239,72,0.239,idle,true,1,75,off,false,living room,false
2024-11-06 10:23,72.260,72,0.260,idle,true,1,75,off,false,living room,false
2024-11-06 10:24,72.285,72,0.285,idle,true,1,75,off,false,living room,false
2024-11-06 10:25,72.288,72,0.288,idle,true,1,75,off,false,living room,false
2024-11-06 10:26,72.276,72,0.276,idle,true,1,75,off,false,living room,false
2024-11-06 10:27,72.258,72,0.258,idle,true,1,81,on,true,living room,false
2024-11-06 10:28,72.257,72,0.257,idle,true,1,81,off,false,living room,false
2024-11-06 10:29,72.283,72,0.283,idle,true,1,81,off,false,living room,false
2024-11-06 10:30,72.264,72,0.264,idle,true,1,78,on,false,living room,false
2024-11-06 10:31,72.269,72,0.269,idle,true,1,78,on,false,living room,false
2024-11-06 10:32,72.263,72,0.263,idle,true,1,78,off,true,living room,false
2024-11-06 10:33,72.261,72,0.261,idle,true,1,78,off,false,living room,false
2024-11-06 10:34,72.288,72,0.288,idle,true,1,78,off,false,living room,false
2024-11-06 10:35,72.310,72,0.310,idle,true,1,78,off,false,living room,false
2024-11-06 10:36,72.294,72,0.294,idle,true,1,78,off,false,living room,false
2024-11-06 10:37,72.292,72,0.292,idle,true,1,78,off,true,living room,false
2024-11-06 10:38,72.280,72,0.280,idle,true,1,78,off,false,living room,false
2024-11-06 10:39,72.275,72,0.275,idle,true,1,78,off,false,living room,false
2024-11-06 10:40,72.276,72,0.276,idle,true,1,73,on,false,living room,false
2024-11-06 10:41,72.269,72,0.269,idle,true,1,73,off,false,living room,false
2024-11-06 10:42,72.289,72,0.289,idle,true,1,73,off,false,living room,false
2024-11-06 10:43,72.309,72,0.309,idle,true,1,73,off,false,living room,false
2024-11-06 10:44,72.332,72,0.332,idle,true,1,73,off,false,living room,false
2024-11-06 10:45,72.357,72,0.357,idle,true,1,73,off,false,living room,false
2024-11-06 10:46,72.353,72,0.353,idle,true,1,73,off,false,living room,false
2024-11-06 10:47,72.354,72,0.354,idle,true,1,73,off,false,living room,false
2024-11-06 10:48,72.345,72,0.345,idle,true,1,73,off,false,living room,false
2024-11-06 10:49,72.351,72,0.351,idle,true,1,70,on,true,living room,false
2024-11-06 10:50,72.371,72,0.371,idle,true,1,70,off,false,living room,false
2024-11-06 10:51,72.386,72,0.386,idle,true,1,70,off,true,living room,false
2024-11-06 10:52,72.367,72,0.367,idle,true,1,70,off,false,living room,false
2024-11-06 10:53,72.388,72,0.388,idle,true,1,70,off,false,living room,false
2024-11-06 10:54,72.376,72,0.376,idle,true,1,70,off,false,living room,false
2024-11-06 10:55,72.385,72,0.385,idle,true,1,70,off,false,living room,false
2024-11-06 10:56,72.405,72,0.405,idle,true,1,70,off,true,living room,false
2024-11-06 10:57,72.423,72,0.423,idle,true,1,70,off,false,living room,false
2024-11-06 10:58,72.451,72,0.451,idle,true,1,70,off,false,living room,false
2024-11-06 10:59,72.439,72,0.439,idle,true,1,70,off,true,living room,false
2024-11-06 11:00,72.427,72,0.427,idle,true,1,70,off,false,living room,false
2024-11-06 11:01,72.419,72,0.419,idle,true,1,85,on,false,living room,false
2024-11-06 11:02,72.407,72,0.407,idle,true,1,85,on,true,living room,false
2024-11-06 11:03,72.429,72,0.429,idle,true,1,85,off,true,living room,false
2024-11-06 11:04,72.431,72,0.431,idle,true,1,87,on,false,living room,false
2024-11-06 11:05,72.427,72,0.427,idle,true,1,87,off,true,living room,false
2024-11-06 11:06,72.453,72,0.453,idle,true,1,87,off,true,living room,false
2024-11-06 11:07,72.434,72,0.434,idle,true,1,87,on,false,living room,false
2024-11-06 11:09,72.448,72,0.448,idle,true,1,87,off,true,living room,false
2024-11-06 11:10,72.447,72,0.447,idle,true,1,87,off,true,living room,false
2024-11-06 11:11,72.447,72,0.447,idle,true,1,87,off,false,living room,false
2024-11-06 11:12,72.451,72,0.451,idle,true,1,87,off,false,living room,false
2024-11-06 11:13,72.432,72,0.432,idle,true,1,87,off,false,living room,false
2024-11-06 11:14,72.425,72,0.425,idle,true,1,87,off,false,living room,false
2024-11-06 11:15,72.416,72,0.416,idle,true,1,87,off,false,living room,false
2024-11-06 11:16,72.413,72,0.413,idle,true,1,87,off,false,living room,false
2024-11-06 11:17,72.400,72,0.400,idle,true,1,87,off,true,living room,false
2024-11-06 11:18,72.394,72,0.394,idle,true,1,87,off,false,living room,false
2024-11-06 11:19,72.395,72,0.395,idle,true,1,87,off,true,living room,false
2024-11-06 11:20,72.416,72,0.416,idle,true,1,87,off,false,living room,false
2024-11-06 11:21,72.430,72,0.430,idle,true,1,87,off,false,living room,false
2024-11-06 11:22,72.421,72,0.421,idle,true,1,87,off,false,living room,false
2024-11-06 11:23,72.415,72,0.415,idle,true,1,87,off,false,living room,false
2024-11-06 11:24,72.440,72,0.440,idle,true,1,87,off,false,living room,false
2024-11-06 11:25,72.437,72,0.437,idle,true,1,87,off,true,living room,false
2024-11-06 11:26,72.420,72,0.420,idle,true,1,87,off,false,living room,false
2024-11-06 11:27,72.405,72,0.405,idle,true,1,87,off,false,living room,false
2024-11-06 11:28,72.431,72,0.431,idle,true,1,87,off,false,living room,false
2024-11-06 11:29,72.430,72,0.430,idle,true,1,87,off,false,living room,false
2024-11-06 11:30,72.448,72,0.448,idle,true,1,87,off,true,living room,false
2024-11-06 11:31,72.439,72,0.439,idle,true,1,87,off,false,living room,false
2024-11-06 11:32,72.427,72,0.427,idle,true,1,74,on,false,living room,false
2024-11-06 11:33,72.446,72,0.446,idle,true,1,74,off,false,living room,false
2024-11-06 11:34,72.434,72,0.434,idle,true,1,74,off,false,living room,true
2024-11-06 11:35,72.435,72,0.435,idle,true,1,74,off,false,living room,false
2024-11-06 11:36,72.422,72,0.422,idle,true,1,74,off,false,living room,false
2024-11-06 11:37,72.439,72,0.439,idle,true,1,74,off,false,living room,false
2024-11-06 11:38,72.468,72,0.468,idle,true,1,74,off,true,living room,false
2024-11-06 11:39,72.495,72,0.495,idle,true,1,74,off,false,living room,false
2024-11-06 11:40,72.509,72,0.509,idle,true,1,74,off,false,living room,false
2024-11-06 11:41,72.499,72,0.499,idle,true,1,74,off,false,living room,false
2024-11-06 11:42,72.502,72,0.502,idle,true,1,74,off,false,living room,false
2024-11-06 11:43,72.488,72,0.488,idle,true,1,74,off,false,living room,false
2024-11-06 11:44,72.482,72,0.482,idle,true,1,74,off,false,living room,false
2024-11-06 11:45,72.483,72,0.483,idle,true,1,74,off,false,living room,false
2024-11-06 11:46,72.480,72,0.480,idle,true,1,74,off,true,living room,false
2024-11-06 11:47,72.472,72,0.472,idle,true,1,74,off,false,living room,false
2024-11-06 11:48,72.496,72,0.496,idle,true,1,74,off,false,living room,false
2024-11-06 11:49,72.481,72,0.481,idle,true,1,74,off,false,living room,false
2024-11-06 11:50,72.480,72,0.480,idle,true,1,71,on,false,living room,false
2024-11-06 11:51,72.498,72,0.498,idle,true,1,71,off,true,living room,false
2024-11-06 11:52,72.480,72,0.480,idle,true,1,71,off,false,living room,false
2024-11-06 11:53,72.494,72,0.494,idle,true,1,71,off,true,living room,false
2024-11-06 11:54,72.486,72,0.486,idle,true,1,71,off,false,living room,false
2024-11-06 11:55,72.510,72,0.510,idle,true,1,71,off,false,living room,false
2024-11-06 11:56,72.528,72,0.528,idle,true,1,71,off,false,living room,false
2024-11-06 11:57,72.531,72,0.531,idle,true,1,71,off,false,living room,false
2024-11-06 11:58,72.538,72,0.538,idle,true,1,71,off,true,living room,false
2024-11-06 11:59,72.545,72,0.545,idle,true,1,71,off,false,living room,false
2024-11-06 12:00,72.581,72,0.581,idle,true,1,71,off,true,living room,false
2024-11-06 12:01,72.599,72,0.599,idle,true,1,71,off,true,living room,false
2024-11-06 12:02,72.648,72,0.648,idle,true,1,71,off,true,living room,false
2024-11-06 12:03,72.688,72,0.688,idle,true,1,71,off,false,living room,false
2024-11-06 12:04,72.700,72,0.700,idle,true,1,76,on,true,living room,false
2024-11-06 12:05,72.700,72,0.700,idle,true,1,76,off,true,living room,false
2024-11-06 12:06,72.723,72,0.723,idle,true,1,76,off,true,living room,false
2024-11-06 12:07,72.733,72,0.733,idle,true,1,76,off,false,living room,false
2024-11-06 12:08,72.742,72,0.742,idle,true,1,76,off,false,living room,false
2024-11-06 12:09,72.800,72,0.800,idle,true,1,76,off,false,living room,false
2024-11-06 12:10,72.847,72,0.847,idle,true,1,76,off,true,living room,false
2024-11-06 12:11,72.874,72,0.874,idle,true,1,76,off,true,living room,false
2024-11-06 12:12,72.881,72,0.881,idle,true,1,76,off,false,living room,false
2024-11-06 12:13,72.926,72,0.926,idle,true,1,76,off,true,living room,false
2024-11-06 12:14,72.930,72,0.930,idle,true,1,76,off,true,living room,false
2024-11-06 12:15,72.949,72,0.949,idle,true,1,77,on,true,living room,false
2024-11-06 12:16,73.004,72,1.004,cooling,true,1,77,off,true,living room,false
2024-11-06 12:17,72.915,72,0.915,cooling,true,1,77,off,true,living room,false
2024-11-06 12:18,72.814,72,0.814,cooling,true,1,84,on,false,living room,false
2024-11-06 12:19,72.709,72,0.709,cooling,true,1,84,off,false,living room,false
2024-11-06 12:20,72.641,72,0.641,cooling,true,1,84,off,true,living room,false
2024-11-06 12:21,72.570,72,0.570,cooling,true,1,84,off,true,living room,false
2024-11-06 12:22,72.491,72,0.491,cooling,true,1,84,off,true,living room,false
2024-11-06 12:23,72.390,72,0.390,cooling,true,1,84,off,true,living room,false
2024-11-06 12:24,72.287,72,0.287,cooling,true,1,84,on,true,living room,false
2024-11-06 12:25,72.213,72,0.213,cooling,true,1,84,off,false,living room,false
2024-11-06 12:26,72.111,72,0.111,cooling,true,1,84,off,true,living room,false
2024-11-06 12:27,72.067,72,0.067,cooling,true,1,84,off,false,living room,false
2024-11-06 12:28,72.009,72,0.009,cooling,true,1,84,off,true,living room,false
2024-11-06 12:29,71.925,72,0.075,cooling,true,1,84,off,false,living room,false
2024-11-06 12:30,71.917,72,0.083,idle,true,1,84,off,true,living room,false
2024-11-06 12:31,71.958,72,0.042,idle,true,1,84,off,false,living room,false
2024-11-06 12:32,72.012,72,0.012,idle,true,1,84,off,true,living room,false
2024-11-06 12:33,72.048,72,0.048,idle,true,1,84,off,false,living room,false
2024-11-06 12:34,72.049,72,0.049,idle,true,1,84,off,true,living room,false
2024-11-06 12:35,72.070,72,0.070,idle,true,1,84,off,true,living room,false
2024-11-06 12:36,72.073,72,0.073,idle,true,1,84,off,false,living room,false
2024-11-06 12:37,72.080,72,0.080,idle,true,1,84,off,true,living room,false
2024-11-06 12:38,72.126,72,0.126,idle,true,1,84,off,true,living room,false
2024-11-06 12:39,72.120,72,0.120,idle,true,1,84,off,false,living room,false
2024-11-06 12:40,72.129,72,0.129,idle,true,1,84,off,true,living room,false
2024-11-06 12:41,72.123,72,0.123,idle,true,1,84,off,false,living room,false
2024-11-06 12:42,72.143,72,0.143,idle,true,1,84,off,false,living room,false
2024-11-06 12:43,72.195,72,0.195,idle,true,1,86,on,true,living room,false
2024-11-06 12:44,72.206,72,0.206,idle,true,1,86,off,false,living room,false
2024-11-06 12:45,72.206,72,0.206,idle,true,1,86,off,true,living room,false
2024-11-06 12:46,72.251,72,0.251,idle,true,1,86,off,false,living room,false
2024-11-06 12:47,72.297,72,0.297,idle,true,1,86,off,true,living room,false
2024-11-06 12:48,72.296,72,0.296,idle,true,1,86,off,true,living room,false
2024-11-06 12:49,72.309,72,0.309,idle,true,1,86,off,true,living room,false
2024-11-06 12:50,72.358,72,0.358,idle,true,1,86,off,true,living room,false
2024-11-06 12:51,72.350,72,0.350,idle,true,1,86,off,true,living room,false
2024-11-06 12:52,72.344,72,0.344,idle,true,1,86,off,true,living room,false
2024-11-06 12:53,72.390,72,0.390,idle,true,1,86,off,false,living room,false
2024-11-06 12:54,72.413,72,0.413,idle,true,1,86,off,false,living room,false
2024-11-06 12:55,72.415,72,0.415,idle,true,1,86,off,true,living room,false
2024-11-06 12:56,72.469,72,0.469,idle,true,1,86,off,true,living room,false
2024-11-06 12:57,72.500,72,0.500,idle,true,1,86,off,true,living room,false
2024-11-06 12:58,72.542,72,0.542,idle,true,1,86,off,false,living room,false
2024-11-06 12:59,72.601,72,0.601,idle,true,1,86,off,false,living room,false
2024-11-06 13:00,72.650,72,0.650,idle,true,1,86,off,false,living room,false
2024-11-06 13:01,72.707,72,0.707,idle,true,1,86,off,true,living room,false
2024-11-06 13:02,72.704,72,0.704,idle,true,1,86,off,true,living room,false
2024-11-06 13:03,72.734,72,0.734,idle,true,1,86,off,true,living room,false
2024-11-06 13:04,72.749,72,0.749,idle,true,1,78,on,false,living room,false
2024-11-06 13:05,72.780,72,0.780,idle,true,1,78,off,true,living room,false
2024-11-06 13:06,72.790,72,0.790,idle,true,1,78,off,false,living room,false
2024-11-06 13:07,72.820,72,0.820,idle,true,1,78,off,false,living room,false
2024-11-06 13:08,72.832,72,0.832,idle,true,1,78,off,false,living room,false
2024-11-06 13:09,72.842,72,0.842,idle,true,1,78,off,false,living room,false
2024-11-06 13:10,72.888,72,0.888,idle,true,1,78,off,false,living room,false
2024-11-06 13:11,72.910,72,0.910,idle,true,1,78,on,true,living room,false
2024-11-06 13:12,72.948,72,0.948,idle,true,1,78,off,false,living room,false
2024-11-06 13:13,72.974,72,0.974,idle,true,1,78,off,false,living room,false
2024-11-06 13:14,72.998,72,0.998,idle,true,1,78,off,false,living room,false
2024-11-06 13:15,73.026,72,1.026,cooling,true,1,84,on,false,living room,false
2024-11-06 13:16,72.935,72,0.935,cooling,true,1,84,off,false,living room,false
2024-11-06 13:17,72.836,72,0.836,cooling,true,1,84,off,false,living room,false
2024-11-06 13:18,72.775,72,0.775,cooling,true,1,84,off,false,living room,false
2024-11-06 13:19,72.672,72,0.672,cooling,true,1,84,off,false,living room,false
2024-11-06 13:20,72.591,72,0.591,cooling,true,1,84,off,false,living room,false
2024-11-06 13:21,72.511,72,0.511,cooling,true,1,84,off,false,living room,false
2024-11-06 13:22,72.435,72,0.435,cooling,true,1,84,off,false,living room,false
2024-11-06 13:23,72.377,72,0.377,cooling,true,1,84,off,true,living room,false
2024-11-06 13:24,72.278,72,0.278,cooling,true,1,84,off,true,living room,false
2024-11-06 13:25,72.227,72,0.227,cooling,true,1,84,off,false,living room,false
2024-11-06 13:26,72.131,72,0.131,cooling,true,1,84,off,false,living room,false
2024-11-06 13:27,72.083,72,0.083,cooling,true,1,84,off,true,living room,false
2024-11-06 13:28,71.975,72,0.025,cooling,true,1,84,off,false,living room,false
2024-11-06 13:29,71.916,72,0.084,cooling,true,1,84,off,true,living room,false
2024-11-06 13:30,71.924,72,0.076,idle,true,1,84,off,false,living room,false
2024-11-06 13:31,71.922,72,0.078,idle,true,1,84,off,false,living room,false
2024-11-06 13:32,71.946,72,0.054,idle,true,1,84,off,false,living room,false
2024-11-06 13:33,71.948,72,0.052,idle,true,1,84,off,false,living room,true
2024-11-06 13:34,71.989,72,0.011,idle,true,1,84,off,false,living room,false
2024-11-06 13:35,71.997,72,0.003,idle,true,1,84,off,false,living room,false
2024-11-06 13:36,72.054,72,0.054,idle,true,1,84,off,false,living room,false
2024-11-06 13:37,72.111,72,0.111,idle,true,1,84,off,false,living room,false
2024-11-06 13:38,72.170,72,0.170,idle,true,1,84,off,false,living room,false
2024-11-06 13:39,72.181,72,0.181,idle,true,1,84,off,false,living room,false
2024-11-06 13:40,72.171,72,0.171,idle,true,1,84,off,false,living room,false
2024-11-06 13:41,72.170,72,0.170,idle,true,1,84,off,false,living room,false
2024-11-06 13:42,72.187,72,0.187,idle,true,1,84,off,false,living room,false
2024-11-06 13:43,72.192,72,0.192,idle,true,1,84,off,false,living room,false
2024-11-06 13:44,72.251,72,0.251,idle,true,1,84,off,false,living room,false
2024-11-06 13:45,72.265,72,0.265,idle,true,1,84,off,false,living room,false
2024-11-06 13:46,72.274,72,0.274,idle,true,1,84,off,false,living room,false
2024-11-06 13:47,72.332,72,0.332,idle,true,1,84,off,false,living room,false
2024-11-06 13:48,72.383,72,0.383,idle,true,1,84,off,false,living room,false
2024-11-06 13:49,72.412,72,0.412,idle,true,1,98,on,false,living room,true
2024-11-06 13:50,72.411,72,0.411,idle,true,1,98,off,false,living room,false
2024-11-06 13:51,72.402,72,0.402,idle,true,1,98,off,false,living room,false
2024-11-06 13:52,72.455,72,0.455,idle,true,1,98,off,true,living room,false
2024-11-06 13:53,72.502,72,0.502,idle,true,1,89,on,true,living room,false
2024-11-06 13:54,72.497,72,0.497,idle,true,1,89,off,false,living room,false
2024-11-06 13:55,72.520,72,0.520,idle,true,1,89,off,false,living room,false
2024-11-06 13:56,72.567,72,0.567,idle,true,1,89,off,true,living room,false
2024-11-06 13:57,72.595,72,0.595,idle,true,1,89,off,false,living room,false
2024-11-06 13:58,72.637,72,0.637,idle,true,1,89,off,false,living room,false
2024-11-06 13:59,72.674,72,0.674,idle,true,1,89,off,false,living room,false
2024-11-06 14:00,72.677,72,0.677,idle,true,1,89,off,false,living room,false
2024-11-06 14:01,72.686,72,0.686,idle,true,1,89,off,false,living room,false
2024-11-06 14:02,72.688,72,0.688,idle,true,1,89,off,false,living room,false
2024-11-06 14:03,72.705,72,0.705,idle,true,1,89,off,true,living room,false
2024-11-06 14:04,72.724,72,0.724,idle,true,1,89,off,true,living room,false
2024-11-06 14:05,72.731,72,0.731,idle,true,1,89,off,false,living room,false
2024-11-06 14:06,72.745,72,0.745,idle,true,1,89,off,false,living room,false
2024-11-06 14:07,72.736,72,0.736,idle,true,1,89,off,false,living room,false
2024-11-06 14:08,72.785,72,0.785,idle,true,1,89,off,true,living room,false
2024-11-06 14:09,72.778,72,0.778,idle,true,1,89,off,false,living room,false
2024-11-06 14:10,72.821,72,0.821,idle,true,1,89,off,true,living room,false
2024-11-06 14:11,72.844,72,0.844,idle,true,1,89,off,false,living room,false
2024-11-06 14:12,72.879,72,0.879,idle,true,1,89,off,false,living room,false
2024-11-06 14:13,72.909,72,0.909,idle,true,1,89,off,false,living room,false
2024-11-06 14:14,72.906,72,0.906,idle,true,1,89,off,false,living room,false
2024-11-06 14:15,72.910,72,0.910,idle,true,1,89,off,false,living room,false
2024-11-06 14:16,72.922,72,0.922,idle,true,1,89,off,false,living room,false
2024-11-06 14:17,72.924,72,0.924,idle,true,1,89,off,false,living room,false
2024-11-06 14:18,72.969,72,0.969,idle,true,1,89,off,false,living room,false
2024-11-06 14:19,73.011,72,1.011,cooling,true,1,82,on,true,living room,false
2024-11-06 14:20,72.936,72,0.936,cooling,true,1,82,off,false,living room,false
2024-11-06 14:21,72.891,72,0.891,cooling,true,1,82,off,false,living room,false
2024-11-06 14:22,72.799,72,0.799,cooling,true,1,82,off,false,living room,false
2024-11-06 14:23,72.746,72,0.746,cooling,true,1,82,off,false,living room,false
2024-11-06 14:24,72.664,72,0.664,cooling,true,1,82,off,false,living room,false
2024-11-06 14:25,72.608,72,0.608,cooling,true,1,82,off,false,living room,false
2024-11-06 14:26,72.510,72,0.510,cooling,true,1,82,off,false,living room,false
2024-11-06 14:27,72.467,72,0.467,cooling,true,1,82,off,true,living room,false
2024-11-06 14:28,72.360,72,0.360,cooling,true,1,82,off,true,living room,false
2024-11-06 14:29,72.288,72,0.288,cooling,true,1,82,off,true,living room,false
2024-11-06 14:30,72.217,72,0.217,cooling,true,1,82,off,false,living room,false
2024-11-06 14:31,72.110,72,0.110,cooling,true,1,82,off,true,living room,false
2024-11-06 14:32,72.059,72,0.059,cooling,true,1,82,off,false,living room,false
2024-11-06 14:33,71.977,72,0.023,cooling,true,1,82,off,false,living room,false
2024-11-06 14:34,71.934,72,0.066,cooling,true,1,82,off,true,living room,false
2024-11-06 14:35,71.979,72,0.021,idle,true,1,82,off,false,living room,false
2024-11-06 14:36,72.026,72,0.026,idle,true,1,82,off,false,living room,false
2024-11-06 14:37,72.066,72,0.066,idle,true,1,82,off,true,living room,false
2024-11-06 14:38,72.092,72,0.092,idle,true,1,83,on,false,living room,false
2024-11-06 14:39,72.151,72,0.151,idle,true,1,83,off,true,living room,false
2024-11-06 14:40,72.200,72,0.200,idle,true,1,83,off,false,living room,false
2024-11-06 14:41,72.228,72,0.228,idle,true,1,76,on,true,living room,false
2024-11-06 14:42,72.277,72,0.277,idle,true,1,76,on,true,living room,false
2024-11-06 14:43,72.319,72,0.319,idle,true,1,76,off,false,living room,false
2024-11-06 14:44,72.364,72,0.364,idle,true,1,76,off,false,living room,false
2024-11-06 14:45,72.418,72,0.418,idle,true,1,76,off,true,living room,false
2024-11-06 14:46,72.466,72,0.466,idle,true,1,76,off,false,living room,false
2024-11-06 14:47,72.468,72,0.468,idle,true,1,76,off,false,living room,false
2024-11-06 14:48,72.468,72,0.468,idle,true,1,76,off,false,living room,false
2024-11-06 14:49,72.484,72,0.484,idle,true,1,76,off,false,living room,false
2024-11-06 14:50,72.538,72,0.538,idle,true,1,76,off,false,living room,false
2024-11-06 14:51,72.550,72,0.550,idle,true,1,76,off,false,living room,false
2024-11-06 14:52,72.594,72,0.594,idle,true,1,76,off,false,living room,false
2024-11-06 14:53,72.632,72,0.632,idle,true,1,76,off,true,living room,false
2024-11-06 14:54,72.637,72,0.637,idle,true,1,83,on,false,living room,false
2024-11-06 14:55,72.666,72,0.666,idle,true,1,83,on,false,living room,false
2024-11-06 14:56,72.720,72,0.720,idle,true,1,83,off,true,living room,false
2024-11-06 14:57,72.712,72,0.712,idle,true,1,83,off,false,living room,false
2024-11-06 14:58,72.744,72,0.744,idle,true,1,83,off,true,living room,false
2024-11-06 14:59,72.794,72,0.794,idle,true,1,83,off,false,living room,false
2024-11-06 15:00,72.847,72,0.847,idle,true,1,83,off,true,living room,false
2024-11-06 15:01,72.895,72,0.895,idle,true,1,83,off,false,living room,false
2024-11-06 15:02,72.936,72,0.936,idle,true,1,83,off,false,living room,false
2024-11-06 15:03,72.989,72,0.989,idle,true,1,83,off,true,living room,false
2024-11-06 15:04,73.001,72,1.001,cooling,true,1,83,off,true,living room,false
2024-11-06 15:05,72.931,72,0.931,cooling,true,1,83,off,false,living room,false
2024-11-06 15:06,72.833,72,0.833,cooling,true,1,83,off,false,living room,false
2024-11-06 15:07,72.781,72,0.781,cooling,true,1,83,off,true,living room,false
2024-11-06 15:08,72.738,72,0.738,cooling,true,1,83,off,false,living room,false
2024-11-06 15:09,72.675,72,0.675,cooling,true,1,83,off,false,living room,false
2024-11-06 15:10,72.570,72,0.570,cooling,true,1,83,off,true,living room,false
2024-11-06 15:11,72.503,72,0.503,cooling,true,1,99,on,false,living room,true
2024-11-06 15:12,72.428,72,0.428,cooling,true,1,99,off,false,living room,false
2024-11-06 15:13,72.338,72,0.338,cooling,true,1,99,off,false,living room,false
2024-11-06 15:14,72.238,72,0.238,cooling,true,1,99,off,false,living room,false
2024-11-06 15:15,72.184,72,0.184,cooling,true,1,99,off,false,living room,false
2024-11-06 15:16,72.097,72,0.097,cooling,true,1,99,off,false,living room,false
2024-11-06 15:17,72.020,72,0.020,cooling,true,1,99,off,false,living room,false
2024-11-06 15:18,71.949,72,0.051,cooling,true,1,99,off,false,living room,false
2024-11-06 15:19,71.951,72,0.049,idle,true,1,99,off,false,living room,false
2024-11-06 15:20,71.986,72,0.014,idle,true,1,99,off,false,living room,false
2024-11-06 15:21,71.994,72,0.006,idle,true,1,99,off,false,living room,false
2024-11-06 15:22,71.996,72,0.004,idle,true,1,99,off,false,living room,false
2024-11-06 15:23,72.015,72,0.015,idle,true,1,99,off,false,living room,false
2024-11-06 15:24,72.023,72,0.023,idle,true,1,99,off,true,living room,false
2024-11-06 15:25,72.031,72,0.031,idle,true,1,99,off,true,living room,false
2024-11-06 15:26,72.053,72,0.053,idle,true,1,99,off,true,living room,false
2024-11-06 15:27,72.095,72,0.095,idle,true,1,99,off,false,living room,false
2024-11-06 15:28,72.126,72,0.126,idle,true,1,99,off,true,living room,false
2024-11-06 15:29,72.174,72,0.174,idle,true,1,99,off,false,living room,false
